idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
0,Who are the authors of the Agentic AI survey paper?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
1,Which institutions is Fadi Dornaika affiliated with?,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
2,What is 'conceptual retrofitting' as described in the paper?,direct_fact,0.6666666666666666,0.6539737671822299,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
3,What systematic review framework does the paper's methodolog,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
4,How many studies make up the final corpus of the survey?,numerical,1.0,0.8304492572213458,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
5,How many records were identified through database searching ,numerical,0.25,0.3467132018086354,50.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
6,How many records remained after duplicates were removed?,numerical,0.5,0.41577731479181124,50.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
7,How many studies were excluded during title and abstract scr,numerical,1.0,0.9407907819466533,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
8,How many articles were confirmed eligible after full-text as,numerical,0.7222222222222222,0.6862801202306605,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
9,How many seminal symbolic-paradigm papers were added in the ,numerical,1.0,0.9434552703993777,100.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
11,"In what year did the Transformer architecture emerge, accord",temporal,0.5,0.6309297535714575,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
12,What time period does the paper assign to the Agentic AI Era,temporal,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
13,What publication date range did the review's inclusion crite,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
14,What five historical eras of AI does the paper's timeline ch,temporal,0.17333333333333334,0.2668590398331183,60.0,3.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.8333333333333334,0.8769765845238192,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
16,How do coordination mechanisms differ between the symbolic a,spanning,0.2857142857142857,0.3333333333333333,50.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
17,How does the paper connect the choice of architectural parad,spanning,0.65625,0.6421377130631885,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
18,How does the paper contrast MDPs and POMDPs?,comparative,0.5833333333333334,0.6989028538870533,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
19,How does transparency and explainability differ between the ,comparative,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
20,How does the paper compare the flexibility and verifiability,comparative,0.25,0.4324527158580038,100.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,0.8175295903539445,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7083333333333334,0.7123906055327694,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
24,What real-world hybrid example does the paper give for robot,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
25,What company's product is given as the example of neural/orc,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
26,What system is cited as the example of the symbolic/determin,direct_fact,1.0,0.9598603945740938,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.5,0.6309297535714575,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,0.860257653033004,100.0,4.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6369510837770007,66.66666666666666,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.3333333333333333,0.420619835714305,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
32,Who wrote this agentic AI review paper?,direct_fact,0.25,0.43067655807339306,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
33,What formal reporting guideline did the researchers follow w,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
34,How many total papers make up the survey's final reviewed co,numerical,0.5,0.6123619697066846,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
35,In what year was the Transformer architecture first introduc,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
36,Which two symbolic cognitive architectures does the paper si,direct_fact,1.0,0.8175295903539445,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
37,How does agent-to-agent coordination differ between rule-bas,spanning,0.16666666666666666,0.27119691624871456,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
38,Why does the paper say it's harder to pin legal responsibili,relationship,0.25,0.5101850985348632,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
39,What does the paper ultimately recommend as the way forward ,holistic,0.6666666666666666,0.6131471927654584,66.66666666666666,4.0,5.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
40,What role does Deep Reinforcement Learning play as a bridge ,relationship,0.7777777777777778,0.8020084785115608,100.0,5.0,4.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
41,Which API category does the paper list Bloomberg Terminal AP,direct_fact,0.7083333333333334,0.7902218968004395,100.0,2.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
42,What are two evaluation metrics the paper lists specifically,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
43,What governance requirement does the paper specify for the ',direct_fact,0.4666666666666666,0.5200593688205467,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
44,What blockchain-related trend does the paper discuss as an e,direct_fact,0.7333333333333334,0.7956176024115139,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
45,What does the paper identify as the primary weakness of curr,direct_fact,0.5111111111111111,0.5936563406404406,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
46,"Besides arXiv, which two literature databases does the paper",direct_fact,1.0,1.0,100.0,5.0,2.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
47,What is the DOI or the name of the journal that formally pub,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
48,"How much grant funding, or from which funding agency, suppor",unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
49,What accuracy or F1 score did the authors' own proposed neur,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
50,Who are the named peer reviewers who evaluated this paper be,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
51,What programming language or software did the authors build ,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=150",2026-07-11_20-44-26
