idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
0,Who are the authors of the Agentic AI survey paper?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
1,Which institutions is Fadi Dornaika affiliated with?,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
2,What is 'conceptual retrofitting' as described in the paper?,direct_fact,0.6666666666666666,0.6499583965405188,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
3,What systematic review framework does the paper's methodolog,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
4,How many studies make up the final corpus of the survey?,numerical,1.0,0.8578485124243,100.0,5.0,3.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
5,How many records were identified through database searching ,numerical,0.25,0.31546487678572877,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
6,How many records remained after duplicates were removed?,numerical,0.5,0.5,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
7,How many studies were excluded during title and abstract scr,numerical,1.0,0.957071238671899,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
8,How many articles were confirmed eligible after full-text as,numerical,0.6666666666666666,0.6399069297160626,66.66666666666666,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
9,How many seminal symbolic-paradigm papers were added in the ,numerical,1.0,0.9400097341066683,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_12-51-28
