idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
0,Who are the authors of the Agentic AI survey paper?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
1,Which institutions is Fadi Dornaika affiliated with?,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
2,What is 'conceptual retrofitting' as described in the paper?,direct_fact,0.6666666666666666,0.654236617744783,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
3,What systematic review framework does the paper's methodolog,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
4,How many studies make up the final corpus of the survey?,numerical,1.0,0.8157673942373379,100.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
5,How many records were identified through database searching ,numerical,0.5,0.45301271776734114,50.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
6,How many records remained after duplicates were removed?,numerical,0.5,0.41577731479181124,50.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
7,How many studies were excluded during title and abstract scr,numerical,1.0,0.8449510107244604,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
8,How many articles were confirmed eligible after full-text as,numerical,0.7142857142857143,0.6908832675611616,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
9,How many seminal symbolic-paradigm papers were added in the ,numerical,1.0,0.9224846786353752,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300, k=15",2026-07-11_21-28-33
