idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
0,Who are the authors of the Agentic AI survey paper?,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
1,Which institutions is Fadi Dornaika affiliated with?,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
2,What is 'conceptual retrofitting' as described in the paper?,direct_fact,0.6666666666666666,0.6577999208250344,66.66666666666666,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
3,What systematic review framework does the paper's methodolog,direct_fact,1.0,1.0,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
4,How many studies make up the final corpus of the survey?,numerical,1.0,0.795251210712194,100.0,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
5,How many records were identified through database searching ,numerical,0.16666666666666666,0.25,50.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
6,How many records remained after duplicates were removed?,numerical,0.25,0.31546487678572877,50.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
7,How many studies were excluded during title and abstract scr,numerical,1.0,0.9732402630493958,100.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
8,How many articles were confirmed eligible after full-text as,numerical,0.6666666666666666,0.6666666666666666,66.66666666666666,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
9,How many seminal symbolic-paradigm papers were added in the ,numerical,1.0,0.9486408948087927,100.0,5.0,4.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
11,"In what year did the Transformer architecture emerge, accord",temporal,1.0,1.0,100.0,5.0,4.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
12,What time period does the paper assign to the Agentic AI Era,temporal,0.625,0.6539459367057212,100.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
13,What publication date range did the review's inclusion crite,temporal,0.5,0.6309297535714575,100.0,5.0,3.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
14,What five historical eras of AI does the paper's timeline ch,temporal,0.26666666666666666,0.314128343791064,40.0,2.0,2.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.7333333333333334,0.7956176024115139,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
16,How do coordination mechanisms differ between the symbolic a,spanning,0.07738095238095238,0.1890307919349959,50.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
17,How does the paper connect the choice of architectural parad,spanning,0.3645833333333333,0.5535293786760057,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
18,How does the paper contrast MDPs and POMDPs?,comparative,0.7777777777777778,0.7981734130048025,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
19,How does transparency and explainability differ between the ,comparative,0.5,0.6309297535714575,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
20,How does the paper compare the flexibility and verifiability,comparative,0.29166666666666663,0.4011062425244908,75.0,4.0,5.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
21,What are the two cognitive architectures the paper identifie,direct_fact,0.2,0.38685280723454163,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.6666666666666666,0.6024155868558981,66.66666666666666,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.25,0.31546487678572877,50.0,3.0,3.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
24,What real-world hybrid example does the paper give for robot,relationship,0.25,0.43067655807339306,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
25,What company's product is given as the example of neural/orc,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
26,What system is cited as the example of the symbolic/determin,direct_fact,0.25,0.4405941101544577,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.5,0.6309297535714575,100.0,4.0,3.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,4.0,4.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.5590310183263375,66.66666666666666,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.9145834786168544,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.2222222222222222,0.3333333333333333,66.66666666666666,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=600,
            chunk_overlap=150,
        )",2026-07-11_00-57-40
